trip_ID,ID,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,duration,distance,polyline
201301011,6BB0AE3EB5C9AECD6DFEE26961AD74E1,2013-01-01 0:15:00,2013-01-01 0:38:00,1,-73.979195,40.776848,-73.989494,40.730202,24,4.2,"[(40.77686, -73.97923), (40.77402, -73.9813), (40.77317, -73.98191), (40.77299, -73.98205), (40.77268, -73.98129), (40.77232, -73.98044), (40.77173, -73.97903), (40.77171, -73.97894), (40.7717, -73.97878), (40.77171, -73.97865), (40.7718, -73.97814), (40.77179, -73.97796), (40.77173, -73.97774), (40.77163, -73.97754), (40.77155, -73.97742), (40.77135, -73.97711), (40.77086, -73.97626), (40.77031, -73.97535), (40.76958, -73.97426), (40.76932, -73.97376), (40.7692, -73.97348), (40.7691, -73.97314), (40.76896, -73.97265), (40.76889, -73.97248), (40.76878, -73.97207), (40.76866, -73.97164), (40.7685, -73.97126), (40.76818, -73.97062), (40.76777, -73.96965), (40.76689, -73.96758), (40.76651, -73.96668), (40.76598, -73.96544), (40.76525, -73.96598), (40.76455, -73.96651), (40.7636, -73.96718), (40.76273, -73.96781), (40.76161, -73.96864), (40.76108, -73.96902), (40.75965, -73.97009), (40.75864, -73.97082), (40.75758, -73.9716), (40.75651, -73.97238), (40.75546, -73.97315), (40.75526, -73.97327), (40.75433, -73.97395), (40.75402, -73.97419), (40.75337, -73.97465), (40.75259, -73.97521), (40.75188, -73.97574), (40.74993, -73.97715), (40.74619, -73.97988), (40.74513, -73.98066), (40.74295, -73.98223), (40.7408, -73.98382), (40.74017, -73.98426), (40.73951, -73.98474), (40.73885, -73.98523), (40.73817, -73.98363), (40.73697, -73.98452), (40.73579, -73.98538), (40.735, -73.98596), (40.73463, -73.98621), (40.73261, -73.98768), (40.73132, -73.98862), (40.73018, -73.98944)]"
201301012,DA2CB8B7E1244CC63CC529D3D861588D,2013-01-01 0:18:00,2013-01-01 0:23:00,1,-73.962952,40.758438,-73.95118,40.778549,8,1.7,"[(40.7584, -73.96287), (40.76117, -73.96084), (40.76337, -73.95924), (40.76525, -73.95787), (40.76561, -73.95762), (40.76575, -73.95751), (40.7665, -73.95696), (40.76849, -73.95551), (40.76962, -73.95469), (40.77039, -73.95412), (40.77102, -73.95364), (40.77134, -73.95342), (40.77203, -73.95293), (40.77237, -73.95266), (40.77318, -73.95207), (40.77466, -73.95099), (40.77587, -73.95009), (40.77661, -73.94956), (40.77729, -73.94907), (40.77756, -73.94888), (40.77791, -73.94971), (40.77853, -73.95119)]"
201301013,1102DFAC80502A90E83E63834DCFE020,2013-01-01 0:20:00,2013-01-01 0:28:00,3,-73.952499,40.744637,-73.924423,40.742905,10,1.6,"[(40.74463, -73.9525), (40.74435, -73.95106), (40.74423, -73.95043), (40.74406, -73.94963), (40.74443, -73.94894), (40.74463, -73.94852), (40.74536, -73.94671), (40.74577, -73.94565), (40.74639, -73.94409), (40.74668, -73.94335), (40.74674, -73.9432), (40.74647, -73.94301), (40.74639, -73.94291), (40.74635, -73.94275), (40.74611, -73.94157), (40.74583, -73.94034), (40.74556, -73.93911), (40.7453, -73.93793), (40.74524, -73.9377), (40.74518, -73.93729), (40.74508, -73.93645), (40.74487, -73.9346), (40.74477, -73.9338), (40.74471, -73.93348), (40.74463, -73.93288), (40.74463, -73.93264), (40.74409, -73.928), (40.74377, -73.92522), (40.74366, -73.9243), (40.74361, -73.9243), (40.74348, -73.92433), (40.74291, -73.92445)]"
201301014,4C0D0C6662D6B60682E8A76D9CE82904,2013-01-01 0:24:00,2013-01-01 0:43:00,2,-74.010277,40.719063,-73.953056,40.767708,21,7.9,"[(40.71907, -74.01031), (40.71822, -74.01046), (40.71752, -74.01063), (40.71688, -74.01079), (40.71629, -74.01094), (40.71649, -74.01137), (40.71672, -74.01187), (40.71703, -74.01256), (40.71725, -74.01304), (40.71616, -74.01332), (40.71491, -74.01363), (40.71442, -74.01374), (40.71408, -74.01384), (40.71326, -74.0141), (40.71285, -74.01425), (40.71259, -74.01432), (40.71115, -74.01467), (40.7106, -74.01482), (40.71035, -74.01488), (40.70925, -74.01523), (40.7078, -74.01576), (40.70675, -74.01618), (40.70646, -74.01628), (40.70641, -74.01626), (40.70633, -74.01625), (40.70628, -74.01625), (40.70575, -74.01643), (40.7051, -74.01667), (40.70492, -74.0167), (40.70461, -74.01669), (40.70426, -74.01666), (40.70396, -74.01658), (40.70272, -74.0162), (40.7023, -74.01601), (40.70215, -74.01591), (40.70201, -74.01581), (40.70188, -74.01569), (40.70167, -74.01545), (40.70151, -74.01523), (40.70135, -74.01491), (40.70125, -74.01464), (40.70118, -74.01438), (40.70113, -74.01408), (40.70113, -74.01367), (40.70119, -74.01313), (40.70144, -74.01195), (40.70177, -74.01053), (40.70193, -74.00987), (40.70208, -74.0095), (40.70231, -74.00907), (40.70298, -74.00797), (40.70321, -74.00758), (40.70346, -74.00717), (40.70382, -74.00659), (40.70513, -74.00456), (40.70615, -74.00296), (40.70671, -74.00198), (40.7074, -74.00071), (40.70769, -74.00011), (40.70799, -73.99956), (40.70827, -73.99909), (40.7086, -73.99841), (40.70872, -73.99807), (40.70882, -73.99769), (40.70896, -73.9969), (40.70921, -73.99506), (40.70929, -73.99445), (40.70927, -73.99438), (40.70931, -73.99411), (40.70938, -73.9935), (40.70957, -73.99221), (40.70975, -73.99099), (40.70992, -73.98987), (40.71011, -73.9883), (40.71053, -73.98467), (40.71067, -73.98275), (40.71074, -73.98172), (40.71076, -73.98139), (40.71082, -73.98052), (40.71087, -73.98018), (40.71092, -73.9799), (40.71105, -73.97945), (40.71128, -73.97892), (40.71148, -73.97856), (40.71181, -73.97816), (40.71194, -73.97802), (40.71223, -73.97778), (40.71251, -73.97761), (40.71378, -73.97695), (40.71482, -73.97643), (40.71523, -73.97622), (40.71665, -73.9755), (40.71736, -73.97522), (40.71778, -73.97509), (40.71861, -73.97491), (40.72023, -73.97471), (40.72101, -73.97461), (40.72152, -73.97453), (40.72184, -73.97448), (40.72225, -73.97437), (40.72263, -73.9742), (40.72328, -73.9738), (40.72469, -73.97292), (40.72551, -73.97241), (40.72594, -73.97218), (40.72628, -73.97202), (40.7267, -73.97189), (40.72743, -73.97177), (40.72798, -73.97169), (40.72834, -73.97164), (40.72862, -73.97164), (40.72895, -73.97169), (40.72917, -73.97176), (40.7294, -73.97186), (40.72968, -73.97204), (40.72999, -73.97231), (40.73071, -73.97316), (40.73095, -73.97341), (40.73132, -73.97369), (40.73169, -73.97387), (40.73179, -73.97391), (40.73214, -73.97401), (40.73278, -73.97417), (40.73474, -73.97466), (40.73554, -73.97487), (40.7358, -73.97491), (40.73602, -73.97492), (40.73626, -73.97489), (40.73647, -73.97485), (40.73669, -73.97478), (40.73701, -73.97462), (40.73792, -73.97396), (40.73873, -73.97338), (40.73902, -73.97322), (40.73939, -73.97306), (40.74022, -73.97278), (40.74078, -73.97263), (40.74196, -73.9724), (40.74244, -73.97229), (40.74286, -73.97215), (40.74318, -73.972), (40.74348, -73.97182), (40.74459, -73.97109), (40.74505, -73.97076), (40.74542, -73.97045), (40.74601, -73.96988), (40.74667, -73.96917), (40.74715, -73.96873), (40.74816, -73.96789), (40.7498, -73.96652), (40.7509, -73.9656), (40.75192, -73.96468), (40.75219, -73.96442), (40.75293, -73.96373), (40.75337, -73.96336), (40.75379, -73.96304), (40.75407, -73.9628), (40.75461, -73.96232), (40.7549, -73.96206), (40.75508, -73.96186), (40.75529, -73.96159), (40.75579, -73.96092), (40.75596, -73.96074), (40.7564, -73.9604), (40.75755, -73.95947), (40.7581, -73.95901), (40.75849, -73.95871), (40.75905, -73.95829), (40.75914, -73.95822), (40.75925, -73.95822), (40.7595, -73.95821), (40.75962, -73.95819), (40.75968, -73.95826), (40.75985, -73.95865), (40.75992, -73.95883), (40.76051, -73.9584), (40.76089, -73.95812), (40.76119, -73.95789), (40.7618, -73.95746), (40.76367, -73.95608), (40.76555, -73.95469), (40.76774, -73.95312)]"
201301015,4162621AC1829E9675EED8B3E2B4C464,2013-01-01 0:24:00,2013-01-01 0:41:00,1,-73.981789,40.770836,-73.993813,40.756908,9,1.3,"[(40.77083, -73.98203), (40.77134, -73.98204), (40.77144, -73.98227), (40.77173, -73.98296), (40.77148, -73.98315), (40.77112, -73.98342), (40.77059, -73.98378), (40.77006, -73.98417), (40.7693, -73.98472), (40.76861, -73.98522), (40.76775, -73.98584), (40.76662, -73.98665), (40.76537, -73.98758), (40.76388, -73.98869), (40.76123, -73.99062), (40.76068, -73.99102), (40.75993, -73.99154), (40.7596, -73.9918), (40.75927, -73.99203), (40.75845, -73.99264), (40.75715, -73.99358), (40.75689, -73.99378)]"
201301016,5FD4A6B436AF581E77060F87694A56E8,2013-01-01 0:29:00,2013-01-01 0:53:00,1,-73.976524,40.790771,-73.987823,40.73534,26,6.3,"[(40.79076, -73.97649), (40.79208, -73.97555), (40.79301, -73.97486), (40.79397, -73.97418), (40.79507, -73.97337), (40.79527, -73.97322), (40.79536, -73.97344), (40.79595, -73.97484), (40.79615, -73.9753), (40.79631, -73.97552), (40.79645, -73.97562), (40.79653, -73.97564), (40.79667, -73.97566), (40.79687, -73.97564), (40.79701, -73.97561), (40.79715, -73.97567), (40.79739, -73.97557), (40.79748, -73.97543), (40.79799, -73.97511), (40.79844, -73.97479), (40.7986, -73.97472), (40.79872, -73.9747), (40.79882, -73.97471), (40.79889, -73.97474), (40.79898, -73.97481), (40.79905, -73.97494), (40.79911, -73.97514), (40.79912, -73.97529), (40.79909, -73.97542), (40.79905, -73.97553), (40.79896, -73.97566), (40.79888, -73.97573), (40.79877, -73.9758), (40.79832, -73.97585), (40.79786, -73.97587), (40.79764, -73.9759), (40.79704, -73.97609), (40.79698, -73.97604), (40.79684, -73.97612), (40.79645, -73.97637), (40.79616, -73.97661), (40.7956, -73.97718), (40.7946, -73.97833), (40.79389, -73.97912), (40.79344, -73.97956), (40.79308, -73.97988), (40.79225, -73.98055), (40.7916, -73.98103), (40.79051, -73.98174), (40.78992, -73.98208), (40.78946, -73.98231), (40.78845, -73.98277), (40.78724, -73.98322), (40.78662, -73.98347), (40.78631, -73.98361), (40.78592, -73.98383), (40.78485, -73.98456), (40.78409, -73.9851), (40.78204, -73.98659), (40.78173, -73.98682), (40.78154, -73.98699), (40.78076, -73.98777), (40.78047, -73.98804), (40.77975, -73.98858), (40.77771, -73.99006), (40.77688, -73.99066), (40.77498, -73.99205), (40.7732, -73.99332), (40.77221, -73.99405), (40.77175, -73.99437), (40.7716, -73.99445), (40.77147, -73.9945), (40.77112, -73.99461), (40.77093, -73.99464), (40.77019, -73.99474), (40.7699, -73.9948), (40.76942, -73.99501), (40.7688, -73.99546), (40.76728, -73.99657), (40.76599, -73.9975), (40.76385, -73.99906), (40.76368, -73.99919), (40.76354, -73.99934), (40.76327, -73.99964), (40.76306, -73.99991), (40.76276, -74.00037), (40.76264, -74.00052), (40.76234, -74.00097), (40.76216, -74.00121), (40.762, -74.0014), (40.76174, -74.00163), (40.76078, -74.00234), (40.75912, -74.00354), (40.75518, -74.0064), (40.7544, -74.00698), (40.75409, -74.00716), (40.75374, -74.0073), (40.75164, -74.00809), (40.75086, -74.00838), (40.75055, -74.00847), (40.75023, -74.00849), (40.74997, -74.00847), (40.7498, -74.00842), (40.7495, -74.00829), (40.74936, -74.0082), (40.74919, -74.00811), (40.74902, -74.00801), (40.74862, -74.00785), (40.74837, -74.00782), (40.74818, -74.00782), (40.74785, -74.00787), (40.74617, -74.00819), (40.74552, -74.00831), (40.74539, -74.00814), (40.74504, -74.00731), (40.74486, -74.0069), (40.74472, -74.00656), (40.74402, -74.00489), (40.74347, -74.00358), (40.74088, -73.99744), (40.74041, -73.99633), (40.73972, -73.99472), (40.7391, -73.99324), (40.73849, -73.99181), (40.73837, -73.99149), (40.73733, -73.989), (40.73718, -73.98865), (40.73687, -73.98887), (40.73649, -73.98913), (40.73607, -73.98945), (40.736, -73.9895), (40.73596, -73.9894), (40.73532, -73.98782)]"
201301017,73F7333AB5B05308D5019662486C77C6,2013-01-01 0:29:00,2013-01-01 0:50:00,6,-73.962273,40.656822,-74.034935,40.635597,19,6.4,"[(40.65682, -73.96226), (40.65508, -73.96199), (40.6549, -73.96196), (40.65487, -73.96204), (40.65444, -73.96315), (40.6533, -73.96602), (40.65201, -73.96933), (40.65123, -73.97134), (40.6512, -73.97153), (40.65122, -73.97168), (40.65127, -73.97182), (40.65136, -73.972), (40.65139, -73.97211), (40.65139, -73.97221), (40.65136, -73.97239), (40.65128, -73.97258), (40.65122, -73.97263), (40.65114, -73.97267), (40.65111, -73.97268), (40.65107, -73.97276), (40.65101, -73.97293), (40.65084, -73.97336), (40.65034, -73.97461), (40.6501, -73.97524), (40.65009, -73.97532), (40.6501, -73.9754), (40.65014, -73.97548), (40.65052, -73.9757), (40.6513, -73.97614), (40.65174, -73.97642), (40.65192, -73.97652), (40.652, -73.97667), (40.65218, -73.97677), (40.65267, -73.97704), (40.65331, -73.9774), (40.65361, -73.97759), (40.65392, -73.97784), (40.65421, -73.97811), (40.65462, -73.97853), (40.65488, -73.97885), (40.65519, -73.97931), (40.6558, -73.98031), (40.65813, -73.98416), (40.65898, -73.98559), (40.65928, -73.98603), (40.65943, -73.98623), (40.6599, -73.98675), (40.66008, -73.98692), (40.6606, -73.98732), (40.66116, -73.98772), (40.66232, -73.98855), (40.66279, -73.98896), (40.66307, -73.98925), (40.66341, -73.98967), (40.6639, -73.99042), (40.66417, -73.99087), (40.66439, -73.99124), (40.6645, -73.99129), (40.66455, -73.99135), (40.66469, -73.99156), (40.66486, -73.99185), (40.66507, -73.99219), (40.6653, -73.99246), (40.66547, -73.99274), (40.66646, -73.99438), (40.66671, -73.99473), (40.66689, -73.9949), (40.66708, -73.99504), (40.66704, -73.99517), (40.66697, -73.99549), (40.66691, -73.99569), (40.66684, -73.99582), (40.66671, -73.99596), (40.66666, -73.99599), (40.66654, -73.99602), (40.66604, -73.99611), (40.66552, -73.99633), (40.66543, -73.99646), (40.66519, -73.9966), (40.66505, -73.9967), (40.6648, -73.99692), (40.66442, -73.9973), (40.66381, -73.99793), (40.66275, -73.99904), (40.6619, -73.99994), (40.65917, -74.00277), (40.65599, -74.00607), (40.65266, -74.00955), (40.65103, -74.01124), (40.64998, -74.01233), (40.64853, -74.01385), (40.6484, -74.014), (40.64834, -74.01399), (40.64833, -74.01399), (40.648, -74.01432), (40.64653, -74.01586), (40.64481, -74.01764), (40.64212, -74.02045), (40.64157, -74.02105), (40.64116, -74.02159), (40.64085, -74.02204), (40.64069, -74.0223), (40.64054, -74.02258), (40.64042, -74.02283), (40.64027, -74.02323), (40.64014, -74.02367), (40.64005, -74.02415), (40.64, -74.02465), (40.64, -74.02522), (40.64005, -74.02573), (40.64015, -74.02626), (40.64034, -74.02686), (40.6407, -74.0277), (40.64093, -74.02817), (40.6412, -74.02882), (40.64142, -74.02949), (40.64152, -74.0299), (40.64162, -74.03044), (40.64169, -74.03054), (40.64173, -74.03075), (40.64179, -74.0309), (40.64187, -74.03102), (40.64192, -74.03106), (40.64201, -74.03109), (40.64209, -74.03108), (40.64217, -74.03105), (40.64225, -74.03097), (40.64231, -74.03086), (40.64234, -74.03071), (40.64231, -74.03053), (40.64223, -74.03035), (40.64202, -74.03008), (40.64147, -74.02961), (40.64135, -74.0295), (40.64126, -74.02941), (40.64096, -74.02904), (40.6409, -74.02899), (40.64059, -74.02839), (40.64053, -74.02834), (40.64006, -74.02763), (40.63975, -74.02717), (40.63955, -74.02687), (40.63939, -74.02703), (40.63882, -74.02763), (40.63937, -74.02942), (40.63964, -74.03036), (40.63959, -74.03037), (40.63901, -74.03061), (40.63828, -74.03091), (40.63839, -74.03126), (40.63908, -74.03348), (40.63909, -74.03355), (40.63858, -74.03376), (40.63776, -74.0341), (40.63657, -74.03458), (40.63561, -74.03498)]"
201301018,2B81358588289266037B22C2B5EBD762,2013-01-01 0:30:00,2013-01-01 0:36:00,1,-73.988472,40.734592,-73.97924,40.750816,11,1.5,"[(40.7347, -73.98839), (40.7351, -73.98931), (40.73533, -73.98986), (40.7359, -73.98944), (40.73603, -73.98934), (40.73648, -73.98899), (40.73747, -73.98829), (40.73889, -73.98726), (40.74129, -73.9855), (40.74292, -73.98431), (40.7433, -73.98403), (40.74453, -73.98312), (40.74515, -73.98268), (40.74559, -73.98371), (40.74587, -73.98435), (40.74844, -73.98247), (40.74982, -73.98148), (40.75057, -73.98093), (40.75124, -73.98045), (40.75154, -73.98024), (40.75104, -73.97907)]"
201301019,5F6578BAAA0EDE2889199AA3285864B0,2013-01-01 0:32:00,2013-01-01 0:37:00,1,-73.950417,40.705627,-73.963531,40.710312,5,0.8,"[(40.70559, -73.95045), (40.70634, -73.95189), (40.70656, -73.95252), (40.70683, -73.95331), (40.7076, -73.95554), (40.70815, -73.95716), (40.70826, -73.95748), (40.70896, -73.95951), (40.70992, -73.96231), (40.71022, -73.96316), (40.71028, -73.96338), (40.71031, -73.96353)]"
201301020,DCE8AA573A5E2C32B029D0446EDB6463,2013-01-01 0:35:00,2013-01-01 0:41:00,1,-73.969521,40.766331,-73.973213,40.755596,6,1.0,"[(40.76629, -73.96943), (40.76672, -73.96913), (40.76669, -73.96908), (40.76643, -73.96845), (40.76608, -73.96763), (40.76536, -73.9659), (40.76475, -73.96637), (40.76376, -73.96706), (40.76318, -73.9675), (40.76286, -73.96773), (40.76223, -73.96819), (40.76109, -73.96902), (40.75917, -73.97043), (40.75698, -73.97204), (40.75554, -73.97309)]"
201301021,3A4EB0557BE14958D30039095CF91CAB,2013-01-01 0:41:00,2013-01-01 0:48:00,5,-73.988884,40.745171,-73.987297,40.728405,11,1.6,"[(40.7453, -73.98874), (40.74486, -73.98772), (40.74474, -73.98741), (40.74469, -73.9873), (40.74437, -73.98753), (40.74407, -73.98775), (40.74359, -73.9881), (40.74283, -73.98864), (40.74243, -73.98893), (40.74215, -73.98895), (40.74206, -73.98895), (40.74176, -73.989), (40.74139, -73.98912), (40.74104, -73.98831), (40.74088, -73.98798), (40.7404, -73.98686), (40.73951, -73.98474), (40.73826, -73.98182), (40.7379, -73.98092), (40.73723, -73.98141), (40.7362, -73.98215), (40.73485, -73.98311), (40.73279, -73.98461), (40.73235, -73.98494), (40.73166, -73.98542), (40.73103, -73.98592), (40.73083, -73.98604), (40.73012, -73.98656), (40.72968, -73.98688), (40.72919, -73.98724), (40.72887, -73.98747), (40.7286, -73.98767), (40.72843, -73.98728)]"
201301022,253508A1EBFC63BF5DFB4361EAE83703,2013-01-01 0:41:00,2013-01-01 0:47:00,3,-73.949677,40.72226,-73.943153,40.706718,9,1.3,"[(40.72227, -73.94969), (40.72218, -73.94989), (40.72212, -73.94984), (40.7213, -73.94888), (40.72004, -73.94869), (40.71878, -73.94847), (40.718, -73.94835), (40.71709, -73.9482), (40.71602, -73.94801), (40.71493, -73.94784), (40.71422, -73.94772), (40.71206, -73.94737), (40.71132, -73.94725), (40.71127, -73.94722), (40.7106, -73.9471), (40.70898, -73.94682), (40.70863, -73.94676), (40.70848, -73.94678), (40.7077, -73.94665), (40.70702, -73.94653), (40.70717, -73.9449), (40.70734, -73.9432), (40.70672, -73.9431)]"
201301023,6BF51028C929D7A1DD4BC10DD50160D5,2013-01-01 0:43:00,2013-01-01 0:57:00,2,-73.889648,40.747093,-73.97525,40.761864,22,7.0,"[(40.74704, -73.88963), (40.74685, -73.8913), (40.74679, -73.89167), (40.74672, -73.89244), (40.74663, -73.89345), (40.74658, -73.89401), (40.74649, -73.89481), (40.74644, -73.89528), (40.74632, -73.89633), (40.74665, -73.89639), (40.74763, -73.89658), (40.74842, -73.89674), (40.74846, -73.89631), (40.74839, -73.89625), (40.7479, -73.89597), (40.74757, -73.89577), (40.74701, -73.8954), (40.747, -73.89533), (40.74681, -73.89523), (40.74661, -73.89512), (40.74601, -73.89482), (40.74571, -73.89474), (40.74549, -73.89471), (40.74527, -73.8947), (40.74495, -73.89474), (40.74455, -73.89487), (40.74439, -73.89494), (40.74398, -73.89522), (40.74362, -73.89557), (40.74293, -73.89641), (40.74272, -73.89662), (40.74257, -73.89681), (40.74231, -73.89713), (40.74205, -73.89745), (40.74099, -73.89875), (40.74078, -73.89902), (40.74033, -73.89956), (40.73975, -73.9003), (40.73958, -73.90056), (40.73933, -73.90102), (40.73913, -73.90141), (40.73898, -73.90178), (40.73847, -73.90319), (40.73802, -73.90438), (40.73741, -73.90575), (40.73699, -73.90676), (40.73681, -73.90731), (40.73665, -73.908), (40.7365, -73.90887), (40.73639, -73.90966), (40.73626, -73.91066), (40.73589, -73.91343), (40.73552, -73.91623), (40.73542, -73.91717), (40.73538, -73.91788), (40.73528, -73.919), (40.73524, -73.91935), (40.73528, -73.91945), (40.73523, -73.92013), (40.73521, -73.92055), (40.73522, -73.92085), (40.73526, -73.92141), (40.73528, -73.92156), (40.73527, -73.92169), (40.73533, -73.92208), (40.73545, -73.923), (40.73554, -73.92354), (40.73561, -73.92399), (40.73581, -73.92473), (40.73608, -73.92565), (40.73625, -73.92648), (40.73632, -73.92686), (40.73628, -73.92702), (40.73631, -73.92717), (40.7364, -73.92767), (40.73646, -73.92798), (40.73653, -73.92835), (40.73669, -73.92917), (40.73706, -73.93111), (40.73722, -73.93223), (40.73743, -73.93352), (40.73765, -73.93472), (40.73783, -73.9357), (40.73789, -73.93624), (40.73797, -73.93694), (40.73814, -73.93796), (40.73827, -73.93851), (40.73852, -73.93934), (40.73872, -73.93987), (40.73921, -73.94105), (40.73979, -73.94243), (40.74055, -73.94424), (40.74081, -73.94509), (40.74101, -73.94597), (40.74148, -73.9484), (40.74165, -73.94933), (40.74169, -73.94973), (40.7417, -73.95009), (40.74167, -73.95047), (40.74148, -73.95183), (40.74147, -73.95232), (40.74151, -73.95283), (40.74155, -73.95368), (40.74155, -73.95443), (40.74155, -73.95467), (40.74158, -73.95538), (40.74189, -73.957), (40.7421, -73.95806), (40.74222, -73.95861), (40.74247, -73.9595), (40.74274, -73.96016), (40.74321, -73.96103), (40.74373, -73.96178), (40.74616, -73.96516), (40.74678, -73.96602), (40.74752, -73.96706), (40.74774, -73.96745), (40.74789, -73.96779), (40.74801, -73.96817), (40.74811, -73.96866), (40.74815, -73.96914), (40.74815, -73.96939), (40.74807, -73.96982), (40.74796, -73.97021), (40.74781, -73.97055), (40.74765, -73.9708), (40.74746, -73.97098), (40.74646, -73.97172), (40.74627, -73.97191), (40.74616, -73.97205), (40.74607, -73.97221), (40.74597, -73.97253), (40.74595, -73.97288), (40.74597, -73.97318), (40.746, -73.97338), (40.74622, -73.97392), (40.74676, -73.97519), (40.74703, -73.97581), (40.74709, -73.9759), (40.74712, -73.97594), (40.74729, -73.97602), (40.74735, -73.97608), (40.74763, -73.97677), (40.74881, -73.9759), (40.7495, -73.97539), (40.75061, -73.97458), (40.75129, -73.97407), (40.75242, -73.97325), (40.75455, -73.97171), (40.75552, -73.97101), (40.75646, -73.97032), (40.75741, -73.96965), (40.7581, -73.96913), (40.75866, -73.96873), (40.75887, -73.96858), (40.75898, -73.9685), (40.75904, -73.96864), (40.75921, -73.96904), (40.75956, -73.96987), (40.76025, -73.97154), (40.76044, -73.97199), (40.76101, -73.97331), (40.76182, -73.97528)]"
201301024,203E09E6F813E6937F1B3A002EF250DB,2013-01-01 0:46:00,2013-01-01 0:58:00,1,-73.977463,40.734108,-73.990173,40.719166,11,2.2,"[(40.73401, -73.97753), (40.73338, -73.97603), (40.73285, -73.97475), (40.7328, -73.97452), (40.73247, -73.97443), (40.73185, -73.97427), (40.73113, -73.97409), (40.731, -73.97405), (40.73096, -73.97392), (40.73093, -73.97382), (40.73091, -73.97378), (40.73085, -73.97371), (40.73072, -73.97359), (40.73054, -73.97336), (40.73027, -73.97298), (40.73003, -73.97263), (40.73001, -73.97249), (40.72985, -73.97234), (40.72949, -73.97206), (40.72909, -73.97188), (40.7288, -73.9718), (40.7286, -73.97177), (40.72832, -73.97178), (40.72706, -73.97195), (40.72655, -73.97206), (40.72623, -73.97218), (40.72583, -73.97238), (40.72552, -73.97255), (40.72473, -73.97303), (40.72412, -73.97342), (40.72319, -73.97401), (40.72259, -73.97436), (40.72228, -73.9745), (40.72195, -73.97459), (40.72164, -73.97466), (40.72086, -73.97475), (40.72069, -73.97487), (40.72046, -73.9749), (40.71975, -73.97499), (40.7191, -73.97506), (40.71898, -73.97509), (40.71898, -73.97521), (40.71905, -73.97563), (40.71923, -73.97651), (40.71939, -73.97726), (40.71943, -73.97739), (40.71981, -73.97826), (40.71998, -73.97868), (40.72045, -73.98019), (40.72193, -73.98509), (40.72214, -73.9858), (40.72229, -73.98627), (40.72218, -73.98634), (40.72186, -73.98651), (40.72034, -73.98728), (40.71936, -73.98779), (40.71904, -73.98796), (40.71862, -73.98817), (40.71866, -73.98832), (40.7189, -73.98908), (40.7191, -73.98974), (40.71922, -73.99013)]"
201301025,826DBD92105633704DA76C7139743B3B,2013-01-01 0:48:00,2013-01-01 0:53:00,2,-73.967583,40.792721,-73.964653,40.802567,6,0.9,"[(40.79274, -73.96764), (40.79245, -73.96785), (40.7922, -73.96804), (40.79229, -73.96825), (40.79263, -73.96908), (40.79298, -73.96991), (40.79338, -73.97086), (40.79406, -73.97036), (40.79487, -73.96977), (40.79725, -73.96804), (40.80006, -73.96599), (40.80166, -73.96487), (40.80232, -73.96436), (40.80238, -73.96431), (40.80253, -73.96468)]"
201301026,FCFFBC6FFBA23178D9C569CAE435020F,2013-01-01 0:51:00,2013-01-01 1:02:00,5,-73.985863,40.735355,-73.967049,40.760666,10,2.0,"[(40.7353, -73.98574), (40.73638, -73.98493), (40.73755, -73.98408), (40.7395, -73.98267), (40.74049, -73.98193), (40.74135, -73.9813), (40.74197, -73.98087), (40.7426, -73.9804), (40.74382, -73.9795), (40.74506, -73.97862), (40.74573, -73.97812), (40.74653, -73.97756), (40.74773, -73.97671), (40.74831, -73.97626), (40.74976, -73.9752), (40.75145, -73.97396), (40.7527, -73.97305), (40.75333, -73.97261), (40.75395, -73.97215), (40.7546, -73.97169), (40.75578, -73.97082), (40.75774, -73.96941), (40.75843, -73.96889), (40.75866, -73.96873), (40.75959, -73.96803), (40.76073, -73.96721)]"
201301027,8A91C18433017E113E3117C202641E5B,2013-01-01 0:59:00,2013-01-01 1:04:00,4,-74.017097,40.705227,-74.011795,40.708454,6,0.7,"[(40.70525, -74.0172), (40.7058, -74.017), (40.70583, -74.0171), (40.70611, -74.01776), (40.70618, -74.01793), (40.7061, -74.01796), (40.70601, -74.01798), (40.70593, -74.018), (40.70576, -74.01801), (40.70556, -74.01797), (40.70538, -74.01789), (40.7052, -74.01776), (40.70505, -74.0176), (40.70496, -74.01745), (40.7049, -74.01729), (40.70483, -74.01692), (40.7048, -74.0167), (40.7048, -74.01641), (40.70484, -74.01583), (40.70482, -74.01552), (40.70477, -74.01514), (40.70474, -74.01499), (40.70483, -74.01495), (40.70505, -74.01487), (40.70596, -74.01447), (40.70627, -74.01432), (40.70631, -74.01427), (40.7064, -74.01407), (40.70652, -74.01389), (40.70675, -74.01366), (40.70717, -74.01337), (40.70879, -74.0123), (40.70905, -74.01211), (40.70886, -74.01165), (40.70881, -74.01154)]"
